date,time,tweet,Traduccion,sentimiento_predicho,etiqueta_sentimiento,score_sentimiento
2023-06-03,,"Gracias lic hace tres años, si usted dice que no me deben negar volveré a hacerlo, muy amable por su atención un abrazo","Thanks Lic three years ago, if you say that they should not deny me I will do it again, very kind for your attention a hug",0,Positive,0.91123015
2023-06-03,,"Muchas gracias, si lo haré de nuevo un abrazo fuee 🫶","Thank you very much, if I will do it again a strong hug 🫶",0,Positive,0.9765944
2023-06-03,,Por favor . Gracias,Please .Thank you,0,Positive,0.6756082
2023-06-05,,"Gracias, saludos",Thanks greetings,0,Positive,0.8703241
2023-06-05,,Muchas gracias por responder!Acabo de lograr el desbloqueo!,Thank you very much for answering! I just achieved unlocking!,0,Positive,0.98751163
2023-06-05,,Espero que si,I hope so,0,Positive,0.6084473
2023-06-06,,"JAJAJAJJAJA VIC, trabajo en hey, cualquier duda no dudes en mandarme mensajito🫶🏻","Hahahahaha vic, work in hey, any questions do not hesitate to send me mesage🫶🏻",0,Positive,0.5677931
2023-06-07,,Gracias,Gracias,0,Neutral,0.62235206
2023-06-07,,Las de tienen buenos diseños.,Those have good designs.,0,Positive,0.8330526
2023-06-08,,HOLA???,HOLA???,0,Neutral,0.75032914
2023-06-10,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,With Hey you always have control of your finances and now also that of all your movements thanks to the notifications that ...,0,Neutral,0.74557054
2023-06-12,16:52:11,"Gracias, estoy al pendiente de la información.","Thank you, I am aware of the information.",0,Positive,0.7095175
2023-06-13,20:36:26,Yo fui muy feliz por muchos años con la Santander Free hasta que me cambié a HeyBanco y su tarjeta me pareció una chulada. Recomiendo ampliamente.,I was very happy for many years with Santander Free until I changed to Heybanco and his card seemed to me a cool.I highly recommend.,0,Positive,0.98465735
2023-06-15,22:51:17,Hola. En mi caso me comuniqué al 81 4392 2626 y allí me resolvieron. Por founa fue algo sencillo y rápido ¡Suee!,"Hello.In my case I communicated to 81 4392 2626 and there they resolved me.For Fouuna it was something simple and fast, it sounds!",0,Positive,0.70076907
2023-06-15,18:35:12,Más fácil que Now saque sus tarjetas de crédito,Easier for Now to take your credit cards,0,Neutral,0.6386569
2023-06-16,19:41:04,"Perfecto, iré a un punto Hey. Gracias, bebé LOL","Perfect, I'll go to a hey point.Thanks, baby lol",0,Positive,0.90398055
2023-06-16,18:03:36,"He probado 4 bancos tradicionales diferentes y hasta el momento el mejor manejando MSI, ha sido ✅Te permite ver exactamente cuánto debes en total. ✅ Te da la lista de todos los pagos futuros que tendrás que hacer mes por mes. ✅ Te da cashback de 2% en efectivo.","I have tried 4 different traditional banks and so far the best handling MSI, it has been ✅te allows you to see exactly how much you owe in total.✅ It gives you the list of all future payments that you will have to do month per month.✅ It gives you 2% cashback in cash.",0,Positive,0.73780197
2023-06-17,18:00:08,Oye 🌝 Qué excelente tiempo de respuesta y amable personal en tu centro de atención ♥️ 🥰,Hey 🌝 What excellent response time and friendly personnel in your care center ♥ ️ 🥰 🥰,0,Positive,0.98627603
2023-06-18,17:29:39,Listo muchas Gracias,Ready thank you very much,0,Positive,0.94915265
2023-06-19,19:52:35,Gracias,Gracias,0,Neutral,0.62235206
2023-06-19,14:43:55,Muchas gracias,Thank you so much,0,Positive,0.98310524
2023-06-19,15:36:18,¡Estamos para servie!,We are to serve!,0,Positive,0.55165625
2023-06-19,13:32:11,Con es tan sencillo hacer todo tipo de movimientos desde mi celular. Además tienen una super tasa de rendimiento…,With it is so easy to make all kinds of movements from my cell phone.They also have a super rate of performance ...,0,Positive,0.93557
2023-06-20,18:20:40,Muchas gracias,Thank you so much,0,Positive,0.98310524
2023-06-20,22:22:06,"hola , les mandé un dm, gracias !","Hello, I sent you a DM, thanks!",0,Positive,0.8746116
2023-06-20,21:26:18,Muchas gracias! Si entrare para levantar un repoe a,Thank you so much!If I will enter to raise a report to,0,Positive,0.965974
2023-06-20,06:47:43,La de está más coqueta y tienen beneficios reales. 🔥,The one is more flirtatious and have real benefits.🔥,0,Positive,0.8501372
2023-06-20,06:10:33,Listos! 💪🏼heybanco PalNoe2021,Ready!💪🏼Heybanco Palnoe2021,0,Positive,0.80168074
2023-06-21,21:22:49,"Gracias, arreglado","Thanks, fixed",0,Positive,0.6932921
2023-06-21,16:20:21,Gracias 😊🤗,Gracias 😊🤗,0,Positive,0.9338275
2023-06-21,22:03:28,"Muchas Gracias, ya fue resuelto, gracias por el sopoe. Excelente servicio 👌🏽","Thank you very much, it was already resolved, thanks for the sopoe.Excellent service 👌🏽",0,Positive,0.97818065
2023-06-21,03:47:49,Muchas gracias por la felicitación 🤗,Thank you very much for the congratulation 🤗,0,Positive,0.9863941
2023-06-21,16:32:41,Si nunca había tenido este tipo de situación con otros métodos de pago y se me hace increíble como una operación tan sencilla como pagar con tu tarjeta de en una página web se conviee en toda una mala experiencia de usuario con su servicio.,If I had never had this type of situation with other payment methods and it makes me incredible as an operation as simple as paying with your card on a web page becomes a bad user experience with your service.,0,Negative,0.70212865
2023-06-22,16:25:12,Vaaaaa gracias por el dato,VAAAA THANKS FOR THE DATA,0,Positive,0.9368721
2023-06-22,15:16:55,"Buen dia, saque un carro usado en merkauto, y me autorizaron el crédito el lunes 19 de Junio pero es fecha que no me llaman a firmar contrato y factura, como puedo saber cuando esta listo porque esta tardando mucho un proceso como este, gracias.","Good morning, I took out a car used in Merkauto, and they authorized the credit on Monday, June 19 but it is not calling me to sign a contract and invoice, as I can know when it is ready because it is taking a long time a process like this, thank you.",0,Neutral,0.4911798
2023-06-22,20:38:17,"Para que estén bien atentos a lo que les llega, gracias a les compao el correo para que vean por dónde les quieren llegar. Pónganse listos.","So that they are well attentive to what comes to them, thanks to the mail to see where they want to reach.Put ready.",0,Neutral,0.58919233
2023-06-23,17:14:56,AMO heybanco bien cabron. Jaja,Love heybanco well bastard.Ha ha,0,Positive,0.41605312
2023-06-24,02:10:01,Por fiiiin modificaron la app de ya detecta mi huella y tiene una bonita sección de métricas de tus gastos. Ah y pagué sin temas la luz.,By fiiiin they modified the app of already detects my footprint and has a beautiful section of metrics of your expenses.Ah and I paid the light without songs.,0,Positive,0.62815475
2023-06-27,07:20:57,Yo estoy con la verdad✨,I am with the truth✨,0,Positive,0.5985246
2023-06-28,17:42:50,Gracias!,Gracias!,0,Positive,0.77770084
2023-06-28,04:45:09,Gracias! Lo hice y quedo. 🙌🏻,Thank you!I did it and remain.🙌🏻,0,Positive,0.9753391
2023-06-28,22:48:04,"Se resolvió, volviendo a instalar la app","It was resolved, re -installing the app",0,Positive,0.52109355
2023-06-28,17:28:12,"Gracias, ahora se los envío","Thanks, now I send them",0,Positive,0.5225371
2023-06-29,17:45:59,"buen día, ¿esto es real?","Good morning, is this real?",0,Positive,0.5918277
2023-06-29,03:03:50,"Ps.... su aplicación es la mejor, he visto HSBC y Banamex y nel. ¿qué tal la de HeyBanco, la has probado?","Ps .... its application is the best, I have seen HSBC and Banamex and Nel.How about Heybanco, have you tried it?",0,Positive,0.96803033
2023-06-30,17:26:15,Muchas gracias ✨,Thank you very much ✨,0,Positive,0.97683525
2023-06-30,19:02:11,"Desde que abrí mi cuenta los amo ♥️. Si puedes, te recomiendo INVERSIÓN HEY ahí tengo mis ahorros y si eres Hey Pro hay mejores rendimientos 🤩","Since I opened my account I love you ♥ ️.If you can, I recommend hey investment I have my savings and if you are hey pro there are better yields 🤩",0,Positive,0.9826691
2023-07-01,04:07:54,"Respuesta favorable, gracias!","FAVORABLE ANSWER, THANKS!",0,Positive,0.97321755
2023-07-02,15:01:49,Por eso amamos ✨🩷,That's why we love ✨🩷,0,Positive,0.9643787
2023-07-03,20:36:54,"Una más Techreo de Came, está súper bien.... además de que ahora están dando unos regalos solo por inveir con ellos...seguro y muy fácil.","A more Cames, it is super good ... in addition to that now they are giving gifts only for inventing with them ... safe and very easy.",0,Positive,0.9780546
2023-07-04,19:32:32,Nos da mucho gusto que seas pae de esta gran familia FINSUS ¡Saludos! 😎💙,We are very pleased that you are Pae of this great Finsus family Greetings!😎💙,0,Positive,0.99091303
2023-07-04,16:46:43,¡Hola Gracias por ser pae de esta gran familia FINSUS 😎👊,Hello thanks for being Pae of this great Finsus family 😎👊,0,Positive,0.98298866
2023-07-04,16:23:59,Hace pocos días estaba disponible,A few days ago I was available,0,Neutral,0.7839184
2023-07-04,15:27:39,FINSUS siempre me a gustado mucho :) Aprovechando les dejo mi enlace de referido ;) Utiliza mi código CASTILLO--79570,Finsus I always liked it :) Taking advantage of my referred link;) Use my castle code-79570,0,Positive,0.976928
2023-07-04,14:11:14,"Pedida, esta si vale la pena el precio jajaja","Requested, this is worth the price hahaha",0,Positive,0.87657946
2023-07-04,09:42:38,Sin duda!,Definitely!,0,Positive,0.8279707
2023-07-05,04:08:16,Intenta es buenazo!!,Try is goodness !!,0,Positive,0.82723176
2023-07-06,05:06:15,"ay suena súper bien, justo lo que me anda gustando mucho ahorita de nu es su pae de hacer crecer tu dinero jajk o sea la inversión, quiero entrarle más al tema👀 la más fan de los neobanks, definitivamente cuando por fin mande alv a banamex me abriré una de heybanco 🤓🩷","Oh sounds super good, just what I am liked very right now is your pae to make your money haha, that is, I want to enter the subject more - the most fan of the neobanks, definitely when I finally send alv to banamexI will open one of Heybanco 🤓🩷",0,Positive,0.98537886
2023-07-06,02:59:57,"Fácil: entro a pagos, elijo la tarjeta, elijo el plazo (3 meses, 0%), aceptar, token 👉 Error. Antes he pagado sin problemas. Puedo hacer otras operaciones con token sin problemas.","Easy: I enter payments, I choose the card, I choose the deadline (3 months, 0%), accept, token 👉 error.Before I have paid without problems.I can do other operations with Token without problems.",0,Positive,0.55699176
2023-07-06,02:24:11,"😍 El nuevo diseño de las TDC de esta ma-ma-lón chavos. 🙋🏽‍♂️ Tan pronto me regrese de USA voy a solicitar mi nuevo diseño (carísimo el envío por cieo, ni Obama lo tiene). 👀Por cieo, su programa de recompensas esta bastante aceptable eh. 💡https://t.co/F79GXxxqTB","😍 The new design of the TDC of this ma-ma-nola chavos.🙋🏽‍♂️ As soon as I return from USA I will request my new design (very expensive the shipment by Cieo, nor Obama has it).👀por Cieo, your rewards program is quite acceptable huh.💡https: //t.co/f79gxxxqtb",0,Positive,0.92076933
2023-07-06,02:11:00,"📢 Tarjetas de Crédito (TDC) SIN anualidad y con diseños chingones. 🚨Aunque antes de usar una TDC debes aprender a usarla papucho. 📢 Personalmente la uso y me va muy bien, la aceptan donde sea (incluso en el gabacho). 👀Checa:","📢 Credit cards (TDC) without annuity and with chingones designs.🚨Aunque before using a TDC you must learn to use it papucho.📢 Personally I use it and I do very well, accept it wherever (even in the gabacho).👀checa:",0,Positive,0.86037624
2023-07-07,16:18:25,"Muchas gracias, Justo llame hace dos días para la aclaración, espero no sea tan tardado y salga bien","Thank you very much, just call two days for clarification, I hope it is not so late and it goes well",0,Positive,0.9353229
2023-07-07,01:24:12,"Gracias, acabo de mandar el correo.","Thanks, I just sent the mail.",0,Positive,0.53436315
2023-07-08,05:58:28,"Varias meses siendo usuario HeyPro en y al fin me dieron por lo menos unos de sus puntos, algo más que una taza preferencial de inversión.","Several months being a heypro user in and finally gave me at least one of their points, more than a preferential investment cup.",0,Positive,0.674301
2023-07-09,20:12:00,"Perfecto, estaré atenta. Muchas gracias.","Perfect, I'll be attentive.Thank you so much.",0,Positive,0.9720721
2023-07-10,17:49:42,Rifadisimo en lo personal si me gustó.,Rifadisimo personally if I liked it.,0,Neutral,0.63563883
2023-07-11,23:55:24,"Sí me sirvió, muchas gracias 🫶🏽","Yes it served me, thank you very much 🫶🏽",0,Positive,0.97635955
2023-07-11,20:50:22,"Que sean tan fácil de usar y sobre todo confiables como heybanco, cuales?","That they are so easy to use and above all reliable as Heybanco, which?",0,Positive,0.9003616
2023-07-11,03:16:37,"Ya me llegó la Ajolotarjeta de y me encantó, acá les dejo el unboxing para que vean más detalles de este nuevo diseño:","I already got the ajolotarjeta of Y I loved it, here I leave the unboxing to see more details of this new design:",0,Positive,0.91261107
2023-07-11,01:51:29,Yo voy a pedir la mía está preciosa esa tarjeta 👍🥰,I'm going to ask for mine is that card 👍🥰,0,Positive,0.81715673
2023-07-13,18:28:34,¡Te invitamos a ser pae de Klar para que comiences a disfrutar de nuestros beneficios! 😀☺️,We invite you to be Pae de Klar to start enjoying our benefits!😀☺️,0,Positive,0.9748003
2023-07-13,05:36:30,Gracias ya mande un correo,Thanks already send an email,0,Positive,0.5828889
2023-07-14,22:08:32,"Gracias por el repoe. Exacto, ya pagué. Cc","Thanks for the Repoe.Exactly, I already paid.DC",0,Positive,0.82497674
2023-07-14,20:26:17,realmente dan servicio al cliente por este medio?,Do they really serve the customer by this means?,0,Negative,0.59553874
2023-07-14,18:55:12,I highly recommend you to👉@Legith_hacks on Instagram he helped me out when I had same issues,I highly recommend you to👉@Legith_hacks on Instagram he helped me out when I had same issues,0,Positive,0.93414354
2023-07-15,17:01:34,"Que bueno, gracias por estar atentos. También chequen su nivel de ""empatia"" con sus clientes, de todas las formas. ✌️","Good, thanks for being attentive.Also check their ""empathy"" level with their customers, in all forms.✌️",0,Positive,0.9297409
2023-07-15,04:58:58,Que dato tan interesante me has dado! Conoces ?,How interesting you have given me!You know ?,0,Positive,0.96866345
2023-07-15,02:54:54,"Huy tambien Stori y Mercado Crédito desde 10 días antes están mandando SMS, notificaciones vía app y whats.","Huy also Stori and Credit Market since 10 days before they are sending SMS, notifications via app and whats.",0,Neutral,0.911014
2023-07-16,15:27:21,Gracias ya les contesté,Thanks I already replied,0,Positive,0.58137083
2023-07-17,23:51:26,Muy bien. Ya la solicité y si me la otorgaron. Elegí el diseño de ajolotito. 😎,Very good.I already requested it and if they gave it to me.I chose ajolotito design.😎,0,Positive,0.97748405
2023-07-18,18:15:18,Gracias,Gracias,0,Neutral,0.62235206
2023-07-18,17:01:27,This web3 developer's MEV strategy is the real deal - earning him over 5 ETH per week and taking his crypto earnings to new heights.,This web3 developer's MEV strategy is the real deal - earning him over 5 ETH per week and taking his crypto earnings to new heights.,0,Positive,0.9432839
2023-07-18,14:13:39,"Buenos días, he gracias por la atención, llame al servicio al cliente y todo bien, ya no aparece así, muchas gracias 👀","Good morning, I have thanks for the attention, call customer service and all good, it doesn't appear like that, thank you very much 👀",0,Positive,0.97861004
2023-07-18,05:07:34,"Buena noche! En Mayo pedi un ceificado de regalo de amazon con HeyCoins, estaba viendo el estado del pedido y me aparece en Procesando, hay algun estimado de cuando se procesan estos pedidos? Muchas Gracias.","Good night!In May, I asked for an Amazon gift ceified with Heycoins, I was seeing the status of the order and appears in processing, is there any estimate of when these orders are processed?Thank you so much.",0,Positive,0.91495544
2023-07-19,23:03:01,"Jajajaja por eso no me toman enserio, perooo nunca dejaré de usar a cheems para algunos vídeos jajaja Hoy vídeo en el cana…","Hahahaha so they don't take me really, but I will never stop using Cheems for some videos hahaha today video in the Cana ...",0,Neutral,0.5137551
2023-07-19,19:30:02,"me pueden atender por aqui, no creo que haya problema.","You can attend me here, I don't think there is a problem.",0,Neutral,0.518519
2023-07-19,16:56:45,"esperemos que responda en sinceramente no he tenido problemas con ellos se me hace un buen banco, muchas gracias.","Hopefully I sincerely respond to them I have not had problems with them, I have a good bank, thank you very much.",0,Positive,0.9245726
2023-07-19,03:18:39,El mejor banco es HeyBanco por mucha diferencia nk,The best bank is heybanco for much difference nk,0,Positive,0.8399201
2023-07-21,18:19:03,"Sí, tengo distintas cuentas y siempre me han apoyado cuando llega a pasar algo. Hasta ahora HeyBanco y BBVA han sido mis mejores experiencias","Yes, I have different accounts and have always supported me when something happens.Until now Heybanco and BBVA have been my best experiences",0,Positive,0.88439363
2023-07-21,18:17:46,Recomiendo HeyBanco,I recommend Heybanco,0,Positive,0.8533446
2023-07-21,04:46:51,Gracias. Ya me explicaron. Muy amables.,Thank you.They already explained to me.Very friendly.,0,Positive,0.97270983
2023-07-22,23:11:44,Yo he tenido buena experiencia con HeyBanco. 1% cashback en compras físicas y 2% en compras online. La app es fácil de usar y permite inveir al 10% anual renovando cada 7 días. Actualmente la utilizo para cubrir mi gasto mensual. Estoy contento con ella.,I have had good experience with Heybanco.1% cashback in physical purchases and 2% in online purchases.The app is easy to use and allows you to invent 10% annual renewing every 7 days.I currently use it to cover my monthly expense.I am happy with her.,0,Positive,0.9843295
2023-07-22,11:32:23,"En menos de un mes logré desbloquear estos grandes beneficios, gracias por brindar esta herramienta para promover e…","In less than a month I managed to unlock these great benefits, thanks for providing this tool to promote e ...",0,Positive,0.98075634
2023-07-23,22:10:43,Enserio! Wow muchas gracia spor la respuesta en unos minutos más termino de abrir mi cuenta,Oh really!Wow many grace spor the answer in a few minutes more end of opening my account,0,Positive,0.9142578
2023-07-23,22:09:50,Ilimitadas. Puedes hacer todas las que quieras con los plazos que gustes y los mejores rendimientos. En ofrecemos la mejor plataforma digital que te permite libead financiera.,Unlimited.You can do everyone you want with the deadlines you like and the best yields.In we offer the best digital platform that allows you financial Liberad.,0,Positive,0.9006414
2023-07-23,17:54:30,"Gracias, ya les contesté🙏🙏🙏","Thank you, I already answered you🙏🙏🙏",0,Positive,0.93674004
2023-07-24,23:22:43,"Ha, thanks for the rec! I loved the idea of having a digital bank that's pa of the Multired (consoium of ATMs) but I guess it was not to be 🙄.","Ha, thanks for the rec! I loved the idea of having a digital bank that's pa of the Multired (consoium of ATMs) but I guess it was not to be 🙄.",0,Positive,0.7562168
2023-07-24,19:58:54,Gracias,Gracias,0,Neutral,0.62235206
2023-07-27,00:01:54,"Puedes empezar con tarjetas de crédito ""garantizadas"" Son para personas que no tienen historial. Stori o heybanco sería lo mejorcito. Recibir nómina también ayuda mucho con los bancos tradicionales c:","You can start with ""guaranteed"" credit cards are for people who have no history.Stori or Heybanco would be the best.Receiving payroll also helps a lot with traditional banks C:",0,Positive,0.76708835
2023-07-28,22:43:10,"Hoygan , mi TDC coó el 17-7-23 y la fecha límite de pago es el próximo jueves 3. Se supone que mientras pague antes de esa fecha no hay problema. Correcto?","Hoygan, my TDC with 17-7-23 and the payment deadline is next Thursday 3. It is assumed that while paying before that date there is no problem.Correct?",0,Neutral,0.8207887
2023-07-28,21:02:59,Yap!,Yap!,0,Positive,0.5906071
2023-07-28,20:31:24,Dame el telefono de servicio al cliente,Give me the customer service phone,0,Negative,0.48999858
2023-07-29,18:04:22,tomalo por el lado amable y para el proximo recibo ya es gratis heheheheh,Take it on the kind side and for the next receipt it is already free Heheheh,0,Positive,0.8541399
2023-07-29,05:56:41,Jajaja verdad que sí,Hahaha really yes,0,Positive,0.82885414
2023-07-30,18:08:07,Muchas gracias,Thank you so much,0,Positive,0.98310524
2023-08-01,20:01:28,Gracias por el seguimiento. Ya quedó resuelto y no era problema de ustedes.,Thanks for the follow up.It was already solved and it was not your problem.,0,Positive,0.8540789
2023-08-01,17:48:12,"Excelente servicio Por cieo, como dato Por cualquier cosa yo no di mis datos bancarios pues de uso común Yo tengo una cuenta digital de HeyBanco que no utilizo más que para esto, y ahí me han estado llegando mis transferencias Adjunto evidencia","Excellent CIEO service, as data for anything I did not give my bank data because in common use I have a digital heybanco account that I use nothing more than for this, and there I have been arriving my transfers attached evidence",0,Neutral,0.4701129
2023-08-01,14:15:42,"Ya quedó solucionado, Muchas gracias","It was already solved, thank you very much",0,Positive,0.95574343
2023-08-01,04:41:41,recomiendo x10000 HeyBanco!!!,I recommend X10000 Heybanco !!!,0,Positive,0.9211604
2023-08-02,16:57:52,Gracias ya respondi el mensaje,Thanks I already answered the message,0,Positive,0.5610165
2023-08-02,04:21:34,"Estaría súper, algo como lo que hacen en","I would be super, something like what they do in",0,Positive,0.60082525
2023-08-04,23:36:52,Fácil: Abre una cuenta bancaria en uno de los nuevos bancos digitales. Te recomiendo porque está mucho más integrado al sistema bancario que otros que simplemente son fintech.,Easy: Open a bank account in one of the new digital banks.I recommend you because it is much more integrated to the banking system than others that are simply Fintech.,0,Positive,0.9080407
2023-08-04,00:38:53,No recuerdo pero creo que fue rápido,I don't remember but I think it was fast,0,Neutral,0.76672256
2023-08-05,23:09:34,"hola buenas tardes! Me ayudan a confirmar cual es el monto máximo para transferir desde mi cuenta hey y como puedo modificar esos límites por favor, gracias!","hello, good afternoon!They help me confirm what is the maximum amount to transfer from my Hey account and how I can modify those limits please, thank you!",0,Positive,0.85206527
2023-08-05,04:58:31,Muchas gracias! Le había recomendado a un conocido que antes ellos daban préstamos y ya no salen. Entonces quería sugerirle esa opción. Que amable eres.,Thank you so much!He had recommended an acquaintance that they gave loans before and they no longer come out.Then I wanted to suggest that option.How kind you are.,0,Positive,0.8717547
2023-08-05,01:22:22,"Creo que es eso, acaba de llegar, muchas gracias","I think that is, he has just arrived, thank you very much",0,Positive,0.93718344
2023-08-06,23:28:23,Jaja lo mismo pasa con Mercado Pago y HeyBanco pero de acuerdo es una maravilla,Haha the same goes for payment and heybanco but agree is wonderful,0,Positive,0.9422587
2023-08-07,22:14:52,"Si me resolvieron, tiene un gran servicio al cliente!","If they resolved, you have a great customer service!",0,Positive,0.9081067
2023-08-07,11:17:55,Si me llegó a las 24 hrs. Espero que haya llegado bien la transferencia.,If it reached me at 24 hrs.I hope the transfer has arrived well.,0,Positive,0.84417164
2023-08-08,16:00:40,"Ya lo hice, ayer saqué todaa lana y mejor me quedo con quienes ya llevo tiempo y no he tenido problemas con ellos. También recomiendo a me está jalando muy bien y mis clientes me pagan por ahí. Saludos.","I already did, yesterday I took all wool and better I stay with whom I have been with them for some time and I have not had problems with them.I also recommend that I am pulling very well and my customers pay me around.Greetings.",0,Positive,0.92159367
2023-08-09,19:43:25,"Hola muchas gracias ya les expliqué la situación, les agradezco una respuesta a la brevedad","Hello, thank you very much, I already explained the situation, I thank you for a response as soon as possible",0,Positive,0.93862975
2023-08-09,15:05:31,"Les escribí por ahí desde ayer, y no me pelaron!","I wrote around yesterday, and they didn't peel!",0,Neutral,0.6146145
2023-08-10,00:03:09,"hoy fue mi primer día en heybanco ✨🌷✨ de regreso a la vida de oficina 🦋 mil gracias, 💋","Today was my first day in Heybanco ✨🌷✨ Back to office life 🦋 thousand thanks, 💋",0,Positive,0.8991818
2023-08-12,18:47:40,"¡Por fin me tocó un BoletoDorado ganador! 🤩 Me sentí como Charlie en la fabrica de chocolates 🤭 Cámara solo me faltan 8,200 heypoints para mi xbox.","Finally I had a winning newsletter!🤩 I felt like Charlie in the chocolate factory 🤭 I am only 8,200 heypoints for my Xbox.",0,Positive,0.96591395
2023-08-12,05:53:54,"Release notes, mensaje con typo en Terjeta Me gusto la actualización que hicieron para ver las tarjetas","Release Notes, message with Typo in Tejeta I liked the update they made to see the cards",0,Positive,0.9371642
2023-08-15,21:50:22,"Justo a mi me pasó en el mismo momento, al final vuelve a aparecer en un rato después.","Just it happened to me at the same time, in the end it reappears in a while later.",0,Neutral,0.7951391
2023-08-18,18:05:07,Gracias 😊 🙏,Gracias 😊 🙏,0,Positive,0.9152118
2023-08-18,17:18:46,Le sugiero encarecidamente que se comunique con ~bensonhack50~ en Instagram para solucionar cualquier problema relacionado con la cuenta. ahí rápido y confiable aún puedes graficarlos por WhatsApp 👉🏻👉🏻,I strongly suggest that you communicate with ~ Bensonhack50 ~ on Instagram to solve any problem related to the account.There you fast and reliable you can still graph them by WhatsApp 👉🏻👉🏻,0,Positive,0.6919655
2023-08-19,15:02:37,"Muchas gracias, ya les respondí por DM","Thank you very much, I already replied for DM",0,Positive,0.9606927
2023-08-22,00:52:31,"En la Comunidarks me recomendaron la Rappicard y la HeyBanco. Uso más la de HeyBanco por las recompensas, no hay anualidad, además te da tarjeta dual entonces tienes de crédito y débito. La Rappicard la uso para cosas más específicas, por ej Ticketmaster la acepta sin problema.","In the Comunidarks I was recommended by Rapicard and Heybanco.Use more that of Heybanco for the rewards, there is no annuity, it also gives you a dual card so you have credit and debit.The rappicard uses it for more specific things, for example, accept it without problem.",0,Positive,0.5544502
2023-08-23,17:41:15,"Ya quedó resuelto favorablemente mi que queja, gracias","It was already favorably resolved that complaints, thanks",0,Positive,0.8489289
2023-08-25,19:20:41,Que guen servicio traen los de siemrpe resuelven bien 10/10 ☺️☺️,What good service do the usual ones solve well 10/10 ☺️☺️,0,Positive,0.94412786
2023-08-25,02:12:59,"Resolvieron el cargo no reconocido de mi tarjeta, siempre dicen que pueden ser varios días pero el proceso no tardó ni una semana 👌🏽","They resolved the unrecognized position of my card, they always say they can be several days but the process did not take a week 👌🏽",0,Positive,0.7292094
2023-08-28,21:22:10,"Muchas gracias, ya lleno los datos. /@heybanco","Thank you very much, the data is full./@heybanco",0,Positive,0.96021
2023-08-28,17:12:16,¡Muchísimas gracias por compair! ❤️ 🙌,Thank you very much for Compair!❤️ 🙌,0,Positive,0.99019647
2023-08-30,00:11:50,De qué queja me hablan? 🙄 Nada de quejas con Trabajan muy bien ❤️,What complaint they talk to me?🙄 No complaints with work very well ❤️,0,Positive,0.8757535
2023-08-31,04:02:55,en Recompensa Total Banoe llegan en menos de 3 días hábiles por mail.,In total reward Banoe arrive in less than 3 business days per mail.,0,Neutral,0.73255724
2023-09-01,18:06:14,Muy felices y contentos por nuestros clientes ya que hoy pudieron estrenar su nuevo hogar. inovaserviciosfinancieros cuauhtémocchihuahua creditos HeyBanco,Very happy and happy for our clients since today they could release their new home.Innoviciosfinancieros Cuauhtémocchihuahua Credits Heybanco,0,Positive,0.9866143
2023-09-01,16:25:34,"Perfecto, ya pude entrar a la App y como según mi dispositivo no es compatible (aunque es uno de los más recientes de Samsung) prefiero cambiar de banco a cambiar mi equipo. Hola! Saludos.","Perfect, I could enter the app and as according to my device it is not compatible (although it is one of Samsung's most recent) I prefer to change the bank to change my team.Hello!Greetings.",0,Neutral,0.41936865
2023-09-01,00:51:39,"Yo la tengo, esta bien padre.","I have it, it's fine father.",0,Positive,0.64087236
2023-09-04,19:50:21,Aplausos para el equipo de 🫠,Applause for the 🫠,0,Neutral,0.67727107
2023-09-05,23:52:00,"Yo quisiera saber si ya puedo ser acreedor a la tarjeta de crédito tradicional, debido a que ya llevo más de seis meses de uso de la garantizada y se ha mejorado mi historial muy significativamente!","I would like to know if I can already be creditor to the traditional credit card, because I have already been useful for the guaranteed one and my history has been improved very significantly!",0,Positive,0.87318456
2023-09-05,19:25:28,Jajaja,Ha ha ha,0,Neutral,0.63611674
2023-09-05,03:39:27,"HeyBanco ha implementado un chat/bot muy interesante llamado HeyGPT, que resuelve dudas sobre sus productos, el cual me sorprendió bastante, creo que es un gran avance para mejorar la experiencia con la atención a clientes, acá te cuento todo:","Heybanco has implemented a very interesting chat/bot called Heygpt, which resolves doubts about its products, which surprised me a lot, I think it is a great advance to improve the experience with customer service, here I tell you everything:",0,Positive,0.97939557
2023-09-05,02:53:41,Yo uso ese banco y siempre me resuelven rápido y mil veces más rápido vs Banamex haha,I use that bank and always solve me quickly and a thousand times faster vs banamex haha,0,Positive,0.88955164
2023-09-10,21:18:12,HeyBanco. Me ha salido buena.,HeybancoIt has been good.,0,Positive,0.9722073
2023-09-12,22:40:28,Gracias.,Gracias.,0,Neutral,0.5560324
2023-09-12,02:35:10,Chulada de cuenta! Buenos rendimientos 🤑 aplicación funcionando al 💯 sin comisiones de ninguna especie!! Entre esta y la de no necesito nada de ninguna otra institución. Nunca cambien ehhh? Asi empezó Klar y luego ya no cumplió. ☺️👍🏻,Chulada account!Good yields 🤑 Application working at 💯 without commissions of any kind !!Between this and that of I do not need anything from any other institution.Never change huhh?So Klar started and then he didn't comply.☺️👍🏻,0,Positive,0.6434364
